Date/Time,Temperature(S1),Humidity(S1)(%)
2022-07-17T12:55:23,30.9,36.4
2022-07-17T12:55:29,31.0,36.7
2022-07-17T12:55:34,,
2022-07-17T12:55:40,,
2022-07-17T12:55:45,30.9,36.3
2022-07-17T12:55:50,30.9,36.2
2022-07-17T12:55:56,30.9,36.3
2022-07-17T12:56:01,30.9,36.5
2022-07-17T12:56:06,30.8,36.5
2022-07-17T12:56:12,30.8,36.7
2022-07-17T12:56:17,30.8,36.7
2022-07-17T12:56:22,30.7,36.7
2022-07-17T12:56:28,30.8,36.6
2022-07-17T12:56:33,30.7,36.7
2022-07-17T12:56:39,30.8,36.7
2022-07-17T12:56:44,30.8,36.9
2022-07-17T12:56:49,30.8,36.8
2022-07-17T12:56:55,30.8,36.6
2022-07-17T12:57:01,30.7,36.8
2022-07-17T12:57:06,30.7,36.9
2022-07-17T12:57:12,30.7,36.8
2022-07-17T12:57:17,30.7,36.7
2022-07-17T12:57:22,30.7,36.9
2022-07-17T12:57:28,30.6,36.7
2022-07-17T12:57:33,30.6,36.6
2022-07-17T12:57:38,30.6,36.7
2022-07-17T12:57:44,30.7,36.6
2022-07-17T12:57:49,30.6,36.6
2022-07-17T12:57:54,30.7,36.6
2022-07-17T12:58:00,30.7,36.7
2022-07-17T12:58:05,30.7,36.7
2022-07-17T12:58:11,30.7,37.1
2022-07-17T12:58:16,30.7,37.1
2022-07-17T12:58:21,30.7,37.1
2022-07-17T12:58:27,30.8,37.1
2022-07-17T12:58:32,30.8,37.2
2022-07-17T12:58:37,30.7,36.9
2022-07-17T12:58:43,30.9,37.1
2022-07-17T12:58:48,30.8,37.1
2022-07-17T12:58:53,30.8,37.0
2022-07-17T12:58:59,30.8,37.1
2022-07-17T12:59:04,30.8,37.2
2022-07-17T12:59:10,30.9,37.1
2022-07-17T12:59:15,30.9,37.1
2022-07-17T12:59:20,30.9,37.1
2022-07-17T12:59:26,30.9,37.4
2022-07-17T12:59:31,30.9,37.2
2022-07-17T12:59:36,30.9,37.3
2022-07-17T12:59:42,30.9,37.2
2022-07-17T12:59:47,30.8,37.0
2022-07-17T12:59:52,30.9,37.2
2022-07-17T12:59:58,30.9,37.0
2022-07-17T13:00:03,30.9,36.9
2022-07-17T13:00:08,30.8,37.1
2022-07-17T13:00:14,30.8,37.2
2022-07-17T13:00:19,30.8,37.2
2022-07-17T13:00:25,30.8,37.1
2022-07-17T13:00:30,30.8,37.2
2022-07-17T13:00:35,30.8,37.2
2022-07-17T13:00:41,30.7,37.1
2022-07-17T13:00:46,30.7,37.0
2022-07-17T13:00:51,30.7,37.1
2022-07-17T13:00:57,30.7,37.2
2022-07-17T13:01:02,30.8,37.2
2022-07-17T13:01:08,30.8,37.2
2022-07-17T13:01:13,30.7,37.4
2022-07-17T13:01:18,30.8,37.3
2022-07-17T13:01:24,30.9,37.3
2022-07-17T13:01:29,30.9,37.4
2022-07-17T13:01:34,30.9,37.1
2022-07-17T13:01:40,,
2022-07-17T13:01:45,30.9,37.2
2022-07-17T13:01:51,30.9,37.4
2022-07-17T13:01:56,31.1,37.4
2022-07-17T13:02:01,31.0,37.1
2022-07-17T13:02:07,30.9,37.1
2022-07-17T13:02:12,30.9,36.9
2022-07-17T13:02:17,30.9,37.0
2022-07-17T13:02:23,30.9,37.0
2022-07-17T13:02:28,,
2022-07-17T13:02:34,30.9,37.0
2022-07-17T13:02:39,30.9,37.0
2022-07-17T13:02:44,31.0,37.1
2022-07-17T13:02:50,30.9,36.8
2022-07-17T13:02:55,30.9,36.8
2022-07-17T13:03:00,30.9,36.8
2022-07-17T13:03:06,30.9,36.8
2022-07-17T13:03:11,,
2022-07-17T13:03:17,,
2022-07-17T13:03:22,30.9,37.1
2022-07-17T13:03:27,30.9,37.1
2022-07-17T13:03:33,30.8,36.8
2022-07-17T13:03:38,30.9,36.7
2022-07-17T13:03:44,30.8,36.8
2022-07-17T13:03:49,30.8,36.8
2022-07-17T13:03:54,30.8,36.7
2022-07-17T13:04:00,30.8,36.5
2022-07-17T13:04:05,30.7,36.6
2022-07-17T13:04:10,30.8,36.5
2022-07-17T13:04:16,30.7,36.4
2022-07-17T13:04:21,30.7,36.3
2022-07-17T13:04:26,30.7,36.5
2022-07-17T13:04:32,30.8,36.7
2022-07-17T13:04:37,30.7,36.5
2022-07-17T13:04:43,30.8,36.6
2022-07-17T13:04:48,30.9,36.4
2022-07-17T13:04:53,30.9,36.5
2022-07-17T13:04:59,30.9,36.6
2022-07-17T13:05:04,30.8,36.7
2022-07-17T13:05:09,30.8,36.8
2022-07-17T13:05:15,30.9,36.7
2022-07-17T13:05:20,30.9,36.7
2022-07-17T13:05:26,30.9,36.6
2022-07-17T13:05:31,31.0,37.0
2022-07-17T13:05:36,30.9,36.8
2022-07-17T13:05:42,30.9,36.9
2022-07-17T13:05:47,31.1,36.6
2022-07-17T13:05:52,30.9,36.7
2022-07-17T13:05:58,,
2022-07-17T13:06:03,31.0,36.6
2022-07-17T13:06:09,31.0,36.9
2022-07-17T13:06:14,,
2022-07-17T13:06:19,31.0,36.9
2022-07-17T13:06:25,31.0,36.9
2022-07-17T13:06:30,30.9,36.6
2022-07-17T13:06:35,,
2022-07-17T13:06:41,,
2022-07-17T13:06:46,30.8,36.8
2022-07-17T13:06:52,30.7,36.7
2022-07-17T13:06:57,30.7,36.8
2022-07-17T13:07:02,30.7,37.0
2022-07-17T13:07:08,30.8,37.1
2022-07-17T13:07:13,30.8,36.9
2022-07-17T13:07:18,30.7,36.8
2022-07-17T13:07:24,30.6,37.0
2022-07-17T13:07:29,30.6,36.9
2022-07-17T13:07:35,30.7,36.9
2022-07-17T13:07:40,30.7,36.6
2022-07-17T13:07:45,30.7,36.6
2022-07-17T13:07:51,30.7,36.7
2022-07-17T13:07:56,30.7,36.8
2022-07-17T13:08:01,30.9,37.1
2022-07-17T13:08:07,30.9,37.2
2022-07-17T13:08:12,31.0,37.2
2022-07-17T13:08:18,30.9,37.3
2022-07-17T13:08:23,31.1,37.2
2022-07-17T13:08:28,31.0,36.9
2022-07-17T13:08:34,31.1,37.0
2022-07-17T13:08:39,31.2,37.1
2022-07-17T13:08:44,31.2,37.0
2022-07-17T13:08:50,31.3,36.7
2022-07-17T13:08:55,31.3,37.0
2022-07-17T13:09:01,31.3,36.7
2022-07-17T13:09:06,31.3,37.1
2022-07-17T13:09:11,31.3,36.9
2022-07-17T13:09:17,31.3,36.5
2022-07-17T13:09:22,31.1,36.5
2022-07-17T13:09:27,31.2,36.8
2022-07-17T13:09:33,31.1,36.6
2022-07-17T13:09:38,31.2,36.6
2022-07-17T13:09:43,31.3,36.6
2022-07-17T13:09:49,31.2,36.7
2022-07-17T13:09:54,31.1,36.8
2022-07-17T13:10:00,31.1,36.6
2022-07-17T13:10:05,31.0,37.1
2022-07-17T13:10:10,31.0,36.9
2022-07-17T13:10:16,30.9,37.1
2022-07-17T13:10:21,31.0,37.2
2022-07-17T13:10:26,31.1,37.0
2022-07-17T13:10:32,31.1,36.9
2022-07-17T13:10:37,31.0,37.0
2022-07-17T13:10:43,31.1,36.9
2022-07-17T13:10:48,31.1,36.7
2022-07-17T13:10:53,31.2,36.9
2022-07-17T13:10:59,31.2,37.1
2022-07-17T13:11:04,31.2,37.2
2022-07-17T13:11:09,31.1,37.0
2022-07-17T13:11:15,31.3,37.3
2022-07-17T13:11:20,31.2,37.2
2022-07-17T13:11:26,,
2022-07-17T13:11:31,,
2022-07-17T13:11:36,,
2022-07-17T13:11:42,,
2022-07-17T13:11:47,31.0,36.7
2022-07-17T13:11:53,31.0,36.9
2022-07-17T13:11:58,31.1,37.0
2022-07-17T13:12:03,31.1,37.0
2022-07-17T13:12:09,31.0,37.1
2022-07-17T13:12:14,31.1,36.9
2022-07-17T13:12:19,31.1,36.9
2022-07-17T13:12:25,31.2,36.8
2022-07-17T13:12:30,31.2,36.9
2022-07-17T13:12:36,31.3,36.9
2022-07-17T13:12:41,31.3,36.9
2022-07-17T13:12:46,31.3,36.9
2022-07-17T13:12:52,31.4,36.8
2022-07-17T13:12:57,31.4,37.1
2022-07-17T13:13:02,31.4,36.8
2022-07-17T13:13:08,31.5,36.5
2022-07-17T13:13:13,31.4,36.8
2022-07-17T13:13:19,31.4,36.5
2022-07-17T13:13:24,31.4,36.4
2022-07-17T13:13:29,31.5,36.3
2022-07-17T13:13:35,31.5,36.4
2022-07-17T13:13:40,31.4,36.4
2022-07-17T13:13:45,31.5,36.2
2022-07-17T13:13:51,31.5,36.3
2022-07-17T13:13:56,,
2022-07-17T13:14:01,31.4,36.5
2022-07-17T13:14:07,31.4,36.8
2022-07-17T13:14:12,31.5,36.8
2022-07-17T13:14:18,31.3,36.8
2022-07-17T13:14:23,31.4,36.7
2022-07-17T13:14:28,31.4,36.7
2022-07-17T13:14:34,31.4,36.7
2022-07-17T13:14:39,31.5,36.4
2022-07-17T13:14:44,31.5,36.5
2022-07-17T13:14:50,,
2022-07-17T13:14:55,31.5,36.7
2022-07-17T13:15:01,,
2022-07-17T13:15:06,31.5,36.9
2022-07-17T13:15:11,31.5,36.6
2022-07-17T13:15:17,31.5,36.7
2022-07-17T13:15:22,31.5,36.9
2022-07-17T13:15:27,31.5,36.7
2022-07-17T13:15:33,31.4,36.7
2022-07-17T13:15:38,31.5,36.7
2022-07-17T13:15:44,,
2022-07-17T13:15:49,31.4,36.6
2022-07-17T13:15:54,31.4,36.6
2022-07-17T13:16:00,,
2022-07-17T13:16:05,,
2022-07-17T13:16:11,31.4,36.7
2022-07-17T13:16:16,31.3,36.4
2022-07-17T13:16:21,,
2022-07-17T13:16:27,,
2022-07-17T13:16:32,,
2022-07-17T13:16:38,31.3,36.6
2022-07-17T13:16:43,,
2022-07-17T13:16:48,31.3,36.5
2022-07-17T13:16:54,,
2022-07-17T13:16:59,31.3,36.5
2022-07-17T13:17:05,31.3,36.6
2022-07-17T13:17:10,,
2022-07-17T13:17:15,31.3,36.3
2022-07-17T13:17:21,31.2,36.4
2022-07-17T13:17:26,31.2,36.4
2022-07-17T13:17:31,31.1,36.6
2022-07-17T13:17:37,31.2,36.5
2022-07-17T13:17:42,31.1,36.5
2022-07-17T13:17:48,31.2,36.3
2022-07-17T13:17:53,31.2,36.4
2022-07-17T13:17:58,31.3,36.4
2022-07-17T13:18:04,31.2,36.2
2022-07-17T13:18:09,31.3,36.4
2022-07-17T13:18:14,31.3,36.4
2022-07-17T13:18:20,31.2,36.7
2022-07-17T13:18:25,31.2,36.6
2022-07-17T13:18:31,31.2,36.5
2022-07-17T13:18:36,31.1,36.3
2022-07-17T13:18:41,31.1,36.4
2022-07-17T13:18:47,31.1,36.6
2022-07-17T13:18:52,31.0,36.6
2022-07-17T13:18:57,31.1,36.7
2022-07-17T13:19:03,31.0,36.5
2022-07-17T13:19:08,,
2022-07-17T13:19:13,30.8,36.5
2022-07-17T13:19:19,30.8,36.4
2022-07-17T13:19:24,30.8,36.6
2022-07-17T13:19:30,30.8,36.6
2022-07-17T13:19:35,30.8,36.6
2022-07-17T13:19:40,30.8,36.6
2022-07-17T13:19:46,30.9,36.6
2022-07-17T13:19:51,30.9,36.9
2022-07-17T13:19:56,30.9,36.9
2022-07-17T13:20:02,31.0,37.1
2022-07-17T13:20:07,31.0,37.1
2022-07-17T13:20:12,31.0,36.7
2022-07-17T13:20:18,30.9,36.8
2022-07-17T13:20:23,31.0,37.1
2022-07-17T13:20:29,30.9,37.1
2022-07-17T13:20:34,31.0,37.0
2022-07-17T13:20:39,30.9,37.0
2022-07-17T13:20:45,30.8,36.9
2022-07-17T13:20:50,30.9,36.8
2022-07-17T13:20:55,30.9,36.8
2022-07-17T13:21:01,30.9,36.9
2022-07-17T13:21:06,30.9,36.9
2022-07-17T13:21:12,,
2022-07-17T13:21:17,30.9,37.2
2022-07-17T13:21:22,30.8,37.0
2022-07-17T13:21:28,30.8,36.9
2022-07-17T13:21:33,30.8,36.9
2022-07-17T13:21:38,30.8,37.0
2022-07-17T13:21:44,30.8,36.8
2022-07-17T13:21:49,30.7,37.1
2022-07-17T13:21:55,30.8,37.0
2022-07-17T13:22:00,30.8,37.0
2022-07-17T13:22:05,30.8,36.8
2022-07-17T13:22:11,30.9,36.6
2022-07-17T13:22:16,30.7,36.7
2022-07-17T13:22:21,30.8,36.5
2022-07-17T13:22:27,30.8,36.6
2022-07-17T13:22:32,30.8,36.9
2022-07-17T13:22:37,30.8,36.8
2022-07-17T13:22:43,30.7,36.9
2022-07-17T13:22:48,30.8,36.7
2022-07-17T13:22:54,30.8,36.6
2022-07-17T13:22:59,30.8,36.9
2022-07-17T13:23:04,30.9,37.0
2022-07-17T13:23:10,30.9,37.1
2022-07-17T13:23:15,30.8,37.1
2022-07-17T13:23:20,30.8,37.3
2022-07-17T13:23:26,30.9,37.1
2022-07-17T13:23:31,30.8,37.1
2022-07-17T13:23:37,30.9,37.0
2022-07-17T13:23:42,30.8,37.0
2022-07-17T13:23:47,30.8,37.2
2022-07-17T13:23:53,30.9,37.0
2022-07-17T13:23:58,30.9,37.1
2022-07-17T13:24:03,30.9,36.9
2022-07-17T13:24:09,30.8,37.1
2022-07-17T13:24:14,30.9,37.2
2022-07-17T13:24:20,30.9,37.0
2022-07-17T13:24:25,30.9,36.9
2022-07-17T13:24:30,30.9,36.9
2022-07-17T13:24:36,31.0,36.8
2022-07-17T13:24:41,30.9,37.0
2022-07-17T13:24:46,31.0,37.1
2022-07-17T13:24:52,31.0,37.1
2022-07-17T13:24:57,31.0,37.2
2022-07-17T13:25:02,31.0,37.2
2022-07-17T13:25:08,31.0,37.2
2022-07-17T13:25:13,31.0,37.1
2022-07-17T13:25:19,31.0,37.0
2022-07-17T13:25:24,31.1,36.8
2022-07-17T13:25:29,31.0,36.9
2022-07-17T13:25:35,31.2,37.1
2022-07-17T13:25:40,31.1,36.9
2022-07-17T13:25:45,31.1,37.0
2022-07-17T13:25:51,31.1,37.0
2022-07-17T13:25:56,31.1,37.0
2022-07-17T13:26:02,30.9,37.2
2022-07-17T13:26:07,31.0,37.2
2022-07-17T13:26:12,30.9,37.1
2022-07-17T13:26:18,30.9,37.4
2022-07-17T13:26:23,30.9,37.1
2022-07-17T13:26:28,30.9,37.2
2022-07-17T13:26:34,30.9,37.2
2022-07-17T13:26:39,30.9,37.3
2022-07-17T13:26:45,30.9,37.2
2022-07-17T13:26:50,30.8,37.2
2022-07-17T13:26:55,30.9,37.2
2022-07-17T13:27:01,30.9,37.4
2022-07-17T13:27:06,30.9,37.3
2022-07-17T13:27:11,30.8,37.3
2022-07-17T13:27:17,30.9,37.2
2022-07-17T13:27:22,30.9,37.3
2022-07-17T13:27:27,30.8,37.5
2022-07-17T13:27:33,30.8,37.3
2022-07-17T13:27:38,30.9,37.2
2022-07-17T13:27:44,30.8,37.3
2022-07-17T13:27:49,30.8,37.4
2022-07-17T13:27:54,30.8,37.4
2022-07-17T13:28:00,30.8,37.4
2022-07-17T13:28:05,30.7,37.3
2022-07-17T13:28:10,30.7,37.4
2022-07-17T13:28:16,30.7,37.3
2022-07-17T13:28:21,30.7,37.4
2022-07-17T13:28:27,30.6,37.2
2022-07-17T13:28:32,30.6,37.1
2022-07-17T13:28:37,30.6,37.2
2022-07-17T13:28:43,30.6,37.0
2022-07-17T13:28:48,30.6,37.3
2022-07-17T13:28:53,30.6,37.4
2022-07-17T13:28:59,,
2022-07-17T13:29:04,30.7,37.6
2022-07-17T13:29:10,30.7,37.7
2022-07-17T13:29:15,30.8,37.7
2022-07-17T13:29:20,30.8,37.5
2022-07-17T13:29:26,30.8,37.5
2022-07-17T13:29:31,30.9,37.3
2022-07-17T13:29:36,30.9,37.4
2022-07-17T13:29:42,,
2022-07-17T13:29:47,30.8,37.2
2022-07-17T13:29:53,31.0,37.1
2022-07-17T13:29:58,30.9,37.3
2022-07-17T13:30:03,30.9,37.3
2022-07-17T13:30:09,30.9,37.3
2022-07-17T13:30:14,30.8,37.2
2022-07-17T13:30:19,30.8,37.3
2022-07-17T13:30:25,30.8,37.1
2022-07-17T13:30:30,30.8,36.9
2022-07-17T13:30:36,30.8,37.2
2022-07-17T13:30:41,30.8,37.1
2022-07-17T13:30:46,30.8,37.2
2022-07-17T13:30:52,30.8,37.0
2022-07-17T13:30:57,30.8,37.1
2022-07-17T13:31:02,30.8,37.1
2022-07-17T13:31:08,30.8,37.0
2022-07-17T13:31:13,30.7,37.2
2022-07-17T13:31:18,30.8,37.1
2022-07-17T13:31:24,30.8,37.2
2022-07-17T13:31:29,30.8,37.2
2022-07-17T13:31:35,30.8,37.2
2022-07-17T13:31:40,30.7,37.3
2022-07-17T13:31:45,30.8,37.5
2022-07-17T13:31:51,,
2022-07-17T13:31:56,30.6,37.3
2022-07-17T13:32:02,30.6,37.3
2022-07-17T13:32:07,30.6,37.3
2022-07-17T13:32:12,30.6,37.4
2022-07-17T13:32:18,30.5,37.2
2022-07-17T13:32:23,30.5,37.3
2022-07-17T13:32:28,30.5,37.5
2022-07-17T13:32:34,30.6,37.4
2022-07-17T13:32:39,30.5,37.6
2022-07-17T13:32:44,30.6,37.4
2022-07-17T13:32:50,30.5,37.2
2022-07-17T13:32:55,,
2022-07-17T13:33:01,30.6,37.3
2022-07-17T13:33:06,30.5,37.2
2022-07-17T13:33:11,30.6,37.2
2022-07-17T13:33:17,30.5,37.3
2022-07-17T13:33:22,30.6,37.1
2022-07-17T13:33:27,30.5,37.3
2022-07-17T13:33:33,30.7,37.1
2022-07-17T13:33:38,30.6,37.1
2022-07-17T13:33:44,30.6,36.9
2022-07-17T13:33:49,30.6,36.9
2022-07-17T13:33:54,,
2022-07-17T13:34:00,30.6,37.0
2022-07-17T13:34:05,30.5,36.7
2022-07-17T13:34:10,30.6,36.8
2022-07-17T13:34:16,30.6,36.9
2022-07-17T13:34:21,30.6,36.8
2022-07-17T13:34:27,30.6,37.0
2022-07-17T13:34:32,30.6,37.2
2022-07-17T13:34:37,30.6,37.0
2022-07-17T13:34:43,30.7,37.1
2022-07-17T13:34:48,30.7,37.1
2022-07-17T13:34:53,30.7,37.3
2022-07-17T13:34:59,30.7,37.1
2022-07-17T13:35:04,30.7,37.1
2022-07-17T13:35:10,30.7,37.3
2022-07-17T13:35:15,30.7,37.1
2022-07-17T13:35:20,30.7,37.3
2022-07-17T13:35:26,30.8,37.2
2022-07-17T13:35:31,30.8,37.4
2022-07-17T13:35:36,30.8,37.1
2022-07-17T13:35:42,30.8,37.1
2022-07-17T13:35:47,30.7,37.2
2022-07-17T13:35:53,30.9,37.4
2022-07-17T13:35:58,30.8,37.4
2022-07-17T13:36:03,30.8,37.5
2022-07-17T13:36:09,30.8,37.5
2022-07-17T13:36:14,30.9,37.3
2022-07-17T13:36:19,30.9,37.4
2022-07-17T13:36:25,,
2022-07-17T13:36:30,31.0,37.5
2022-07-17T13:36:36,31.0,37.4
2022-07-17T13:36:41,31.2,37.3
2022-07-17T13:36:46,,
2022-07-17T13:36:52,,
2022-07-17T13:36:57,31.2,37.2
2022-07-17T13:37:02,31.2,37.1
2022-07-17T13:37:08,31.2,37.2
2022-07-17T13:37:13,31.1,37.0
2022-07-17T13:37:19,31.3,37.1
2022-07-17T13:37:24,31.3,37.1
2022-07-17T13:37:29,31.3,37.3
2022-07-17T13:37:35,31.3,37.4
2022-07-17T13:37:40,31.4,37.3
2022-07-17T13:37:45,31.4,37.1
2022-07-17T13:37:51,31.4,37.0
2022-07-17T13:37:56,31.4,36.9
2022-07-17T13:38:02,31.5,36.9
2022-07-17T13:38:07,31.4,36.9
2022-07-17T13:38:12,31.4,36.8
2022-07-17T13:38:18,31.4,37.0
2022-07-17T13:38:23,31.5,36.9
2022-07-17T13:38:28,31.4,36.9
2022-07-17T13:38:34,31.4,37.1
2022-07-17T13:38:39,31.3,36.9
2022-07-17T13:38:45,31.3,37.0
2022-07-17T13:38:50,31.4,36.9
2022-07-17T13:38:55,31.3,37.0
2022-07-17T13:39:01,31.4,37.0
2022-07-17T13:39:06,31.4,37.0
2022-07-17T13:39:11,31.4,36.9
2022-07-17T13:39:17,31.3,36.8
2022-07-17T13:39:22,31.2,36.8
2022-07-17T13:39:27,31.2,37.0
2022-07-17T13:39:33,31.3,36.8
2022-07-17T13:39:38,31.2,37.0
2022-07-17T13:39:44,31.2,37.0
2022-07-17T13:39:49,31.2,37.2
2022-07-17T13:39:54,,
2022-07-17T13:40:00,31.2,37.0
2022-07-17T13:40:05,31.2,37.0
2022-07-17T13:40:10,31.2,36.9
2022-07-17T13:40:16,31.2,37.0
2022-07-17T13:40:21,31.3,37.1
2022-07-17T13:40:27,31.2,36.9
2022-07-17T13:40:32,31.3,37.1
2022-07-17T13:40:37,31.3,37.4
2022-07-17T13:40:43,31.2,37.4
2022-07-17T13:40:48,31.3,37.5
2022-07-17T13:40:53,31.3,37.6
2022-07-17T13:40:59,31.4,37.4
2022-07-17T13:41:04,31.4,37.3
2022-07-17T13:41:10,31.4,37.2
2022-07-17T13:41:15,31.4,37.5
2022-07-17T13:41:20,31.4,37.2
2022-07-17T13:41:26,31.4,37.1
2022-07-17T13:41:31,31.5,37.1
2022-07-17T13:41:36,31.4,37.2
2022-07-17T13:41:42,31.4,37.5
2022-07-17T13:41:47,31.5,37.3
2022-07-17T13:41:53,31.5,37.2
2022-07-17T13:41:58,31.4,37.0
2022-07-17T13:42:03,31.5,37.2
2022-07-17T13:42:09,31.4,37.0
2022-07-17T13:42:14,31.4,37.0
2022-07-17T13:42:19,31.4,37.1
2022-07-17T13:42:25,31.4,37.1
2022-07-17T13:42:30,31.4,36.9
2022-07-17T13:42:35,31.4,37.2
2022-07-17T13:42:41,31.4,37.2
2022-07-17T13:42:46,31.4,37.5
2022-07-17T13:42:52,31.4,37.4
2022-07-17T13:42:57,31.5,37.6
2022-07-17T13:43:02,31.5,37.3
2022-07-17T13:43:08,31.5,37.2
2022-07-17T13:43:13,31.5,37.1
2022-07-17T13:43:18,31.5,37.2
2022-07-17T13:43:24,,
2022-07-17T13:43:29,31.5,37.0
2022-07-17T13:43:35,31.5,37.1
2022-07-17T13:43:40,31.5,37.3
2022-07-17T13:43:45,31.5,37.2
2022-07-17T13:43:51,31.4,37.4
2022-07-17T13:43:56,31.5,37.4
2022-07-17T13:44:01,31.5,37.5
2022-07-17T13:44:07,31.5,37.1
2022-07-17T13:44:12,31.4,37.2
2022-07-17T13:44:18,31.4,37.3
2022-07-17T13:44:23,31.3,37.4
2022-07-17T13:44:28,31.4,37.3
2022-07-17T13:44:34,31.4,37.4
2022-07-17T13:44:39,31.4,37.4
2022-07-17T13:44:44,31.5,37.4
2022-07-17T13:44:50,31.5,37.4
2022-07-17T13:44:55,31.5,37.2
2022-07-17T13:45:00,31.5,37.2
