Date/Time,Temperature(S1),Humidity(S1)(%)
2022-07-17T17:12:35,32.6,36.0
2022-07-17T17:12:41,32.5,36.1
2022-07-17T17:12:46,32.6,36.2
2022-07-17T17:12:51,32.6,36.1
2022-07-17T17:12:56,32.6,36.3
2022-07-17T17:13:02,32.7,36.1
2022-07-17T17:13:07,32.6,36.0
2022-07-17T17:13:12,32.6,35.8
2022-07-17T17:13:17,32.5,36.0
2022-07-17T17:13:23,32.5,35.8
2022-07-17T17:13:28,32.5,36.2
2022-07-17T17:13:33,32.5,36.1
2022-07-17T17:13:38,32.5,36.1
2022-07-17T17:13:44,32.6,36.0
2022-07-17T17:13:49,32.5,35.9
2022-07-17T17:13:54,,
2022-07-17T17:14:00,32.5,35.9
2022-07-17T17:14:05,32.4,35.9
2022-07-17T17:14:10,32.4,36.0
2022-07-17T17:14:15,32.4,36.2
2022-07-17T17:14:21,32.4,36.0
2022-07-17T17:14:26,32.4,36.4
2022-07-17T17:14:31,32.4,36.4
2022-07-17T17:14:36,32.3,36.2
2022-07-17T17:14:42,32.4,36.3
2022-07-17T17:14:47,32.4,36.4
2022-07-17T17:14:52,32.3,36.4
2022-07-17T17:14:57,32.4,36.3
2022-07-17T17:15:03,32.4,36.6
2022-07-17T17:15:08,32.4,36.4
2022-07-17T17:15:13,32.4,36.4
2022-07-17T17:15:19,32.4,36.5
2022-07-17T17:15:24,32.4,36.4
2022-07-17T17:15:29,32.4,36.5
2022-07-17T17:15:34,32.5,36.5
2022-07-17T17:15:40,32.4,36.6
2022-07-17T17:15:45,32.4,36.5
2022-07-17T17:15:50,32.4,36.4
2022-07-17T17:15:55,32.3,36.4
2022-07-17T17:16:01,32.3,36.6
2022-07-17T17:16:06,32.3,36.7
2022-07-17T17:16:11,32.3,36.7
2022-07-17T17:16:16,32.3,36.5
2022-07-17T17:16:22,32.2,36.4
2022-07-17T17:16:27,32.2,36.5
2022-07-17T17:16:32,32.1,36.5
2022-07-17T17:16:37,32.2,36.6
2022-07-17T17:16:43,32.1,36.6
2022-07-17T17:16:48,32.1,36.5
2022-07-17T17:16:53,32.1,36.6
2022-07-17T17:16:59,32.0,36.4
2022-07-17T17:17:04,,
2022-07-17T17:17:09,32.0,36.7
2022-07-17T17:17:14,31.9,36.6
2022-07-17T17:17:20,31.9,36.6
2022-07-17T17:17:25,31.8,37.1
2022-07-17T17:17:30,31.8,37.1
2022-07-17T17:17:35,31.7,37.0
2022-07-17T17:17:41,31.8,37.0
2022-07-17T17:17:46,31.7,37.2
2022-07-17T17:17:51,31.7,37.2
2022-07-17T17:17:56,31.7,37.1
2022-07-17T17:18:02,31.6,37.2
2022-07-17T17:18:07,31.7,37.1
2022-07-17T17:18:12,31.6,37.3
2022-07-17T17:18:18,31.7,37.2
2022-07-17T17:18:23,31.6,37.3
2022-07-17T17:18:28,31.6,37.3
2022-07-17T17:18:33,31.6,37.4
2022-07-17T17:18:39,31.6,37.3
2022-07-17T17:18:44,31.5,37.5
2022-07-17T17:18:49,31.5,37.6
2022-07-17T17:18:54,31.6,37.6
2022-07-17T17:19:00,31.5,37.6
2022-07-17T17:19:05,31.6,37.5
2022-07-17T17:19:10,31.5,37.4
2022-07-17T17:19:15,31.6,37.5
2022-07-17T17:19:21,31.7,37.6
2022-07-17T17:19:26,31.6,37.8
2022-07-17T17:19:31,31.5,37.5
2022-07-17T17:19:36,31.7,37.5
2022-07-17T17:19:42,31.7,37.9
2022-07-17T17:19:47,31.8,37.8
2022-07-17T17:19:52,31.7,37.6
2022-07-17T17:19:58,31.8,37.5
2022-07-17T17:20:03,31.8,37.1
2022-07-17T17:20:08,31.9,36.8
2022-07-17T17:20:13,31.9,36.8
2022-07-17T17:20:19,31.9,36.7
2022-07-17T17:20:24,32.1,36.8
2022-07-17T17:20:29,31.9,36.7
2022-07-17T17:20:34,32.0,36.9
2022-07-17T17:20:40,32.1,36.9
2022-07-17T17:20:45,32.1,36.6
2022-07-17T17:20:50,32.1,36.7
2022-07-17T17:20:55,32.1,36.7
2022-07-17T17:21:01,,
2022-07-17T17:21:06,32.2,36.9
2022-07-17T17:21:11,32.2,36.8
2022-07-17T17:21:17,32.1,36.5
2022-07-17T17:21:22,32.0,36.7
2022-07-17T17:21:27,32.1,36.7
2022-07-17T17:21:32,32.0,36.8
2022-07-17T17:21:38,,
2022-07-17T17:21:43,32.0,36.8
2022-07-17T17:21:48,31.9,36.8
2022-07-17T17:21:53,32.0,36.8
2022-07-17T17:21:59,32.0,36.9
2022-07-17T17:22:04,32.0,37.1
2022-07-17T17:22:09,32.0,37.2
2022-07-17T17:22:14,32.0,37.0
2022-07-17T17:22:20,31.9,36.8
2022-07-17T17:22:25,32.0,36.9
2022-07-17T17:22:30,32.0,36.8
2022-07-17T17:22:35,32.0,36.9
2022-07-17T17:22:41,32.0,36.6
2022-07-17T17:22:46,31.9,36.7
2022-07-17T17:22:51,31.9,36.8
2022-07-17T17:22:57,31.8,36.9
2022-07-17T17:23:02,31.8,36.7
2022-07-17T17:23:07,31.8,37.0
2022-07-17T17:23:12,31.8,37.2
2022-07-17T17:23:18,31.8,37.3
2022-07-17T17:23:23,31.8,37.2
2022-07-17T17:23:28,31.8,37.5
2022-07-17T17:23:33,31.8,37.5
2022-07-17T17:23:39,31.8,37.5
2022-07-17T17:23:44,31.8,37.6
2022-07-17T17:23:49,31.8,37.4
2022-07-17T17:23:54,31.7,37.4
2022-07-17T17:24:00,31.7,37.5
2022-07-17T17:24:05,31.7,37.4
2022-07-17T17:24:10,31.7,37.4
2022-07-17T17:24:16,31.6,37.4
2022-07-17T17:24:21,31.5,37.4
2022-07-17T17:24:26,31.5,37.4
2022-07-17T17:24:31,31.4,37.4
2022-07-17T17:24:37,31.4,37.5
2022-07-17T17:24:42,,
2022-07-17T17:24:47,31.4,37.5
2022-07-17T17:24:52,31.4,37.5
2022-07-17T17:24:58,31.3,37.6
2022-07-17T17:25:03,31.3,37.8
2022-07-17T17:25:08,31.3,37.7
2022-07-17T17:25:13,31.3,37.8
2022-07-17T17:25:19,31.3,37.9
2022-07-17T17:25:24,31.4,37.7
2022-07-17T17:25:29,31.3,37.8
2022-07-17T17:25:34,31.3,37.7
2022-07-17T17:25:40,31.2,37.7
2022-07-17T17:25:45,31.3,37.7
2022-07-17T17:25:50,31.4,37.6
2022-07-17T17:25:56,31.4,37.8
2022-07-17T17:26:01,31.4,37.8
2022-07-17T17:26:06,31.3,37.8
2022-07-17T17:26:11,31.3,37.7
2022-07-17T17:26:17,31.3,37.6
2022-07-17T17:26:22,31.2,37.5
2022-07-17T17:26:27,31.1,37.6
2022-07-17T17:26:32,31.0,37.8
2022-07-17T17:26:38,31.1,37.8
2022-07-17T17:26:43,30.9,37.8
2022-07-17T17:26:48,30.9,37.8
2022-07-17T17:26:53,30.9,37.8
2022-07-17T17:26:59,30.9,37.9
2022-07-17T17:27:04,31.0,37.8
2022-07-17T17:27:09,31.0,37.9
2022-07-17T17:27:14,30.9,38.0
2022-07-17T17:27:20,30.9,38.0
2022-07-17T17:27:25,30.9,38.0
2022-07-17T17:27:30,31.0,37.7
2022-07-17T17:27:36,30.9,37.9
2022-07-17T17:27:41,31.0,37.9
2022-07-17T17:27:46,,
2022-07-17T17:27:51,31.0,37.8
2022-07-17T17:27:57,31.0,37.7
2022-07-17T17:28:02,31.0,37.9
2022-07-17T17:28:07,30.9,38.0
2022-07-17T17:28:12,31.0,37.7
2022-07-17T17:28:18,30.9,37.7
2022-07-17T17:28:23,30.9,38.0
2022-07-17T17:28:28,30.9,38.0
2022-07-17T17:28:33,30.9,38.1
2022-07-17T17:28:39,30.9,38.1
2022-07-17T17:28:44,30.8,38.0
2022-07-17T17:28:49,30.8,37.9
2022-07-17T17:28:55,,
2022-07-17T17:29:00,30.8,38.1
2022-07-17T17:29:05,30.8,38.2
2022-07-17T17:29:10,30.7,38.1
2022-07-17T17:29:16,30.8,38.2
2022-07-17T17:29:21,30.7,38.2
2022-07-17T17:29:26,30.8,38.3
2022-07-17T17:29:31,30.8,38.3
2022-07-17T17:29:37,30.7,38.1
2022-07-17T17:29:42,30.7,38.3
2022-07-17T17:29:47,30.7,38.1
2022-07-17T17:29:52,30.7,37.9
2022-07-17T17:29:58,30.8,37.9
2022-07-17T17:30:03,30.8,37.8
2022-07-17T17:30:08,30.8,38.0
2022-07-17T17:30:13,30.7,37.8
2022-07-17T17:30:19,30.7,37.8
2022-07-17T17:30:24,30.8,37.7
2022-07-17T17:30:29,30.8,37.6
2022-07-17T17:30:35,30.8,37.9
2022-07-17T17:30:40,30.8,37.9
2022-07-17T17:30:45,31.0,38.0
2022-07-17T17:30:50,31.0,37.8
2022-07-17T17:30:56,30.9,37.9
2022-07-17T17:31:01,31.0,37.7
2022-07-17T17:31:06,31.1,37.7
2022-07-17T17:31:11,31.1,37.7
2022-07-17T17:31:17,31.1,37.8
2022-07-17T17:31:22,31.1,37.7
2022-07-17T17:31:27,31.1,37.5
2022-07-17T17:31:32,31.1,37.5
2022-07-17T17:31:38,31.2,37.7
2022-07-17T17:31:43,31.2,37.6
2022-07-17T17:31:48,31.2,37.7
2022-07-17T17:31:54,,
2022-07-17T17:31:59,31.3,37.6
2022-07-17T17:32:04,31.2,37.5
2022-07-17T17:32:09,31.3,37.5
2022-07-17T17:32:15,31.3,37.4
2022-07-17T17:32:20,31.4,37.5
2022-07-17T17:32:25,31.3,37.5
2022-07-17T17:32:30,31.4,37.5
2022-07-17T17:32:36,31.4,37.5
2022-07-17T17:32:41,31.5,37.5
2022-07-17T17:32:46,31.4,37.3
2022-07-17T17:32:51,,
2022-07-17T17:32:57,31.4,37.4
2022-07-17T17:33:02,,
2022-07-17T17:33:07,31.5,37.2
2022-07-17T17:33:12,31.5,37.3
2022-07-17T17:33:18,31.5,37.3
2022-07-17T17:33:23,31.6,37.2
2022-07-17T17:33:28,31.6,37.3
2022-07-17T17:33:34,31.6,37.2
2022-07-17T17:33:39,31.5,37.4
2022-07-17T17:33:44,31.6,37.2
2022-07-17T17:33:49,31.6,37.1
2022-07-17T17:33:55,31.5,37.2
2022-07-17T17:34:00,31.5,37.1
2022-07-17T17:34:05,31.5,37.2
2022-07-17T17:34:10,31.5,37.1
2022-07-17T17:34:16,31.5,37.1
2022-07-17T17:34:21,31.6,37.3
2022-07-17T17:34:26,31.6,37.3
2022-07-17T17:34:31,31.6,37.0
2022-07-17T17:34:37,31.5,37.1
2022-07-17T17:34:42,31.5,37.3
2022-07-17T17:34:47,31.5,37.3
2022-07-17T17:34:53,31.5,37.3
2022-07-17T17:34:58,31.5,37.5
2022-07-17T17:35:03,31.4,37.3
2022-07-17T17:35:08,31.5,37.3
2022-07-17T17:35:14,31.4,37.4
2022-07-17T17:35:19,31.4,37.5
2022-07-17T17:35:24,31.2,37.3
2022-07-17T17:35:29,31.3,37.6
2022-07-17T17:35:35,31.3,37.4
2022-07-17T17:35:40,31.3,37.6
2022-07-17T17:35:45,31.3,37.5
2022-07-17T17:35:50,31.2,37.5
2022-07-17T17:35:56,31.2,37.6
2022-07-17T17:36:01,31.4,37.5
2022-07-17T17:36:06,31.4,37.7
2022-07-17T17:36:11,31.4,37.6
2022-07-17T17:36:17,31.3,37.5
2022-07-17T17:36:22,31.4,37.4
2022-07-17T17:36:27,31.4,37.3
2022-07-17T17:36:33,31.4,37.3
2022-07-17T17:36:38,31.4,37.3
2022-07-17T17:36:43,31.4,37.4
2022-07-17T17:36:48,31.4,37.5
2022-07-17T17:36:54,31.3,37.6
2022-07-17T17:36:59,31.4,37.5
2022-07-17T17:37:04,31.4,37.4
2022-07-17T17:37:09,31.4,37.4
2022-07-17T17:37:15,31.3,37.6
2022-07-17T17:37:20,31.3,37.4
2022-07-17T17:37:25,31.3,37.5
2022-07-17T17:37:30,31.2,37.4
2022-07-17T17:37:36,31.3,37.3
2022-07-17T17:37:41,31.2,37.7
2022-07-17T17:37:46,31.2,37.9
2022-07-17T17:37:52,31.3,37.7
2022-07-17T17:37:57,31.2,37.6
2022-07-17T17:38:02,31.3,37.9
2022-07-17T17:38:07,31.2,37.8
2022-07-17T17:38:13,31.2,37.7
2022-07-17T17:38:18,31.4,38.0
2022-07-17T17:38:23,31.3,38.1
2022-07-17T17:38:28,,
2022-07-17T17:38:34,31.4,37.8
2022-07-17T17:38:39,31.3,37.8
2022-07-17T17:38:44,31.4,37.7
2022-07-17T17:38:49,31.4,37.7
2022-07-17T17:38:55,31.4,37.7
2022-07-17T17:39:00,31.4,37.6
2022-07-17T17:39:05,31.3,37.6
2022-07-17T17:39:10,31.4,37.5
2022-07-17T17:39:16,31.4,37.5
2022-07-17T17:39:21,31.4,37.5
2022-07-17T17:39:26,31.4,37.8
2022-07-17T17:39:32,31.4,37.4
2022-07-17T17:39:37,31.4,37.5
2022-07-17T17:39:42,31.5,37.5
2022-07-17T17:39:47,31.4,37.6
2022-07-17T17:39:53,31.4,37.8
2022-07-17T17:39:58,31.4,37.7
2022-07-17T17:40:03,31.4,37.8
2022-07-17T17:40:08,31.4,37.6
2022-07-17T17:40:14,31.3,37.8
2022-07-17T17:40:19,31.4,37.4
2022-07-17T17:40:24,31.3,37.6
2022-07-17T17:40:29,31.4,37.6
2022-07-17T17:40:35,31.3,37.5
2022-07-17T17:40:40,31.4,37.7
2022-07-17T17:40:45,31.4,37.9
2022-07-17T17:40:51,31.4,37.8
2022-07-17T17:40:56,31.5,37.7
2022-07-17T17:41:01,31.5,37.8
2022-07-17T17:41:06,31.5,37.8
2022-07-17T17:41:12,31.6,37.8
2022-07-17T17:41:17,31.6,37.6
2022-07-17T17:41:22,31.7,38.0
2022-07-17T17:41:27,31.7,37.7
2022-07-17T17:41:33,31.7,37.5
2022-07-17T17:41:38,31.6,37.4
2022-07-17T17:41:43,31.6,37.4
2022-07-17T17:41:48,31.6,37.4
2022-07-17T17:41:54,31.6,37.4
2022-07-17T17:41:59,,
2022-07-17T17:42:04,31.6,37.4
2022-07-17T17:42:09,31.7,37.8
2022-07-17T17:42:15,31.7,37.6
2022-07-17T17:42:20,31.7,37.6
2022-07-17T17:42:25,31.7,37.7
2022-07-17T17:42:31,31.8,37.5
2022-07-17T17:42:36,31.8,37.5
2022-07-17T17:42:41,31.8,37.7
2022-07-17T17:42:46,31.8,37.8
2022-07-17T17:42:52,31.9,37.3
2022-07-17T17:42:57,32.0,37.2
2022-07-17T17:43:02,32.0,37.0
2022-07-17T17:43:07,32.0,36.7
2022-07-17T17:43:13,32.1,36.6
2022-07-17T17:43:18,32.1,36.7
2022-07-17T17:43:23,32.1,36.6
2022-07-17T17:43:28,32.1,36.8
2022-07-17T17:43:34,32.1,36.8
2022-07-17T17:43:39,32.1,36.7
2022-07-17T17:43:44,32.2,36.6
2022-07-17T17:43:49,32.1,36.5
2022-07-17T17:43:55,32.1,36.6
2022-07-17T17:44:00,32.1,36.7
2022-07-17T17:44:05,32.0,36.6
2022-07-17T17:44:11,32.0,36.4
2022-07-17T17:44:16,,
2022-07-17T17:44:21,32.0,36.7
2022-07-17T17:44:26,32.1,36.8
2022-07-17T17:44:32,32.1,36.9
2022-07-17T17:44:37,32.1,36.9
2022-07-17T17:44:42,32.0,36.9
2022-07-17T17:44:47,32.0,36.8
2022-07-17T17:44:53,32.0,36.9
2022-07-17T17:44:58,32.0,36.8
2022-07-17T17:45:03,32.0,36.9
2022-07-17T17:45:08,31.9,36.9
2022-07-17T17:45:14,31.9,36.8
2022-07-17T17:45:19,31.9,37.0
2022-07-17T17:45:24,31.9,36.9
2022-07-17T17:45:30,32.0,37.0
2022-07-17T17:45:35,31.9,37.2
2022-07-17T17:45:40,31.9,37.0
2022-07-17T17:45:45,31.9,37.1
2022-07-17T17:45:51,31.8,37.4
2022-07-17T17:45:56,31.8,37.6
2022-07-17T17:46:01,,
2022-07-17T17:46:06,31.8,37.4
2022-07-17T17:46:12,31.7,37.4
2022-07-17T17:46:17,31.7,37.4
2022-07-17T17:46:22,31.7,37.5
2022-07-17T17:46:27,31.6,37.4
2022-07-17T17:46:33,31.7,37.3
2022-07-17T17:46:38,31.6,37.6
2022-07-17T17:46:43,31.7,37.4
2022-07-17T17:46:48,31.6,37.4
2022-07-17T17:46:54,31.6,37.6
2022-07-17T17:46:59,31.7,37.7
2022-07-17T17:47:04,31.7,37.6
2022-07-17T17:47:10,31.6,37.7
2022-07-17T17:47:15,31.7,37.8
2022-07-17T17:47:20,,
2022-07-17T17:47:25,31.5,37.7
2022-07-17T17:47:31,31.7,37.8
2022-07-17T17:47:36,31.7,37.7
2022-07-17T17:47:41,31.7,37.7
2022-07-17T17:47:46,31.7,37.8
2022-07-17T17:47:52,31.7,37.7
2022-07-17T17:47:57,31.8,37.5
2022-07-17T17:48:02,31.8,37.4
2022-07-17T17:48:07,31.7,37.3
2022-07-17T17:48:13,31.7,37.6
2022-07-17T17:48:18,31.7,37.4
2022-07-17T17:48:23,31.7,37.6
2022-07-17T17:48:29,31.7,37.5
2022-07-17T17:48:34,31.7,37.6
2022-07-17T17:48:39,31.7,37.3
2022-07-17T17:48:44,31.6,37.5
2022-07-17T17:48:50,31.7,37.2
2022-07-17T17:48:55,31.7,37.6
2022-07-17T17:49:00,31.8,37.6
2022-07-17T17:49:05,31.7,37.5
2022-07-17T17:49:11,31.7,37.5
2022-07-17T17:49:16,31.8,37.5
2022-07-17T17:49:21,31.8,37.4
2022-07-17T17:49:26,31.7,37.3
2022-07-17T17:49:32,31.8,37.5
2022-07-17T17:49:37,31.8,36.9
2022-07-17T17:49:42,,
2022-07-17T17:49:47,31.8,37.5
2022-07-17T17:49:53,31.9,37.1
2022-07-17T17:49:58,31.9,36.8
2022-07-17T17:50:03,31.9,36.8
2022-07-17T17:50:09,31.9,36.9
2022-07-17T17:50:14,32.0,36.9
2022-07-17T17:50:19,32.0,36.8
2022-07-17T17:50:24,32.0,36.7
2022-07-17T17:50:30,32.0,36.6
2022-07-17T17:50:35,32.0,36.8
2022-07-17T17:50:40,32.0,36.6
2022-07-17T17:50:45,32.0,36.8
2022-07-17T17:50:51,32.1,36.9
2022-07-17T17:50:56,32.1,36.8
2022-07-17T17:51:01,32.1,36.7
2022-07-17T17:51:06,32.0,36.6
2022-07-17T17:51:12,32.1,36.7
2022-07-17T17:51:17,32.1,36.5
2022-07-17T17:51:22,32.1,36.7
2022-07-17T17:51:28,32.1,36.6
2022-07-17T17:51:33,32.1,36.7
2022-07-17T17:51:38,,
2022-07-17T17:51:43,32.2,36.7
2022-07-17T17:51:49,32.3,36.6
2022-07-17T17:51:54,,
2022-07-17T17:51:59,32.3,36.5
2022-07-17T17:52:04,32.3,36.5
2022-07-17T17:52:10,32.4,36.5
2022-07-17T17:52:15,32.4,36.4
2022-07-17T17:52:20,32.5,36.4
2022-07-17T17:52:25,32.5,36.4
2022-07-17T17:52:31,32.5,36.4
2022-07-17T17:52:36,32.6,36.3
2022-07-17T17:52:41,32.6,36.2
2022-07-17T17:52:46,32.6,36.2
2022-07-17T17:52:52,32.6,36.7
2022-07-17T17:52:57,32.6,36.5
2022-07-17T17:53:02,32.5,36.3
2022-07-17T17:53:08,,
2022-07-17T17:53:13,32.4,36.5
2022-07-17T17:53:18,32.4,36.2
2022-07-17T17:53:23,32.4,36.1
2022-07-17T17:53:29,32.5,36.1
2022-07-17T17:53:34,32.4,36.3
2022-07-17T17:53:39,32.4,36.2
2022-07-17T17:53:44,32.4,36.4
2022-07-17T17:53:50,32.4,36.2
2022-07-17T17:53:55,32.4,36.3
2022-07-17T17:54:00,,
2022-07-17T17:54:05,32.5,36.4
2022-07-17T17:54:11,32.5,36.3
2022-07-17T17:54:16,32.4,36.5
2022-07-17T17:54:21,32.5,36.6
2022-07-17T17:54:26,32.4,36.7
2022-07-17T17:54:32,32.4,36.7
2022-07-17T17:54:37,32.4,36.8
2022-07-17T17:54:42,32.4,37.0
2022-07-17T17:54:48,32.4,36.9
2022-07-17T17:54:53,32.4,36.8
2022-07-17T17:54:58,32.4,37.0
2022-07-17T17:55:03,32.5,36.9
2022-07-17T17:55:09,32.5,37.0
2022-07-17T17:55:14,32.5,37.2
2022-07-17T17:55:19,32.6,36.9
2022-07-17T17:55:24,32.5,37.0
2022-07-17T17:55:30,32.5,37.0
2022-07-17T17:55:35,32.6,36.7
2022-07-17T17:55:40,32.6,36.9
2022-07-17T17:55:45,32.6,36.9
2022-07-17T17:55:51,32.6,36.8
2022-07-17T17:55:56,32.7,36.5
2022-07-17T17:56:01,32.6,36.3
2022-07-17T17:56:07,32.7,36.6
2022-07-17T17:56:12,32.6,36.2
2022-07-17T17:56:17,32.7,36.2
2022-07-17T17:56:22,32.6,36.5
2022-07-17T17:56:28,32.6,37.0
2022-07-17T17:56:33,32.6,36.9
2022-07-17T17:56:38,32.6,37.0
2022-07-17T17:56:43,32.6,37.5
2022-07-17T17:56:49,32.6,37.0
2022-07-17T17:56:54,32.5,36.6
2022-07-17T17:56:59,32.5,36.6
2022-07-17T17:57:04,32.4,36.7
2022-07-17T17:57:10,32.4,36.9
2022-07-17T17:57:15,32.4,37.1
2022-07-17T17:57:20,32.3,37.1
2022-07-17T17:57:26,32.3,36.8
2022-07-17T17:57:31,32.3,36.8
2022-07-17T17:57:36,32.3,36.9
2022-07-17T17:57:41,32.2,36.9
2022-07-17T17:57:47,32.3,37.1
2022-07-17T17:57:52,32.3,37.1
2022-07-17T17:57:57,32.3,37.3
2022-07-17T17:58:02,32.2,37.1
2022-07-17T17:58:08,32.3,37.0
2022-07-17T17:58:13,32.2,37.1
2022-07-17T17:58:18,32.2,37.1
2022-07-17T17:58:23,32.2,37.0
2022-07-17T17:58:29,32.2,37.3
2022-07-17T17:58:34,32.2,37.1
2022-07-17T17:58:39,32.1,37.2
2022-07-17T17:58:44,32.1,37.2
2022-07-17T17:58:50,32.0,37.1
2022-07-17T17:58:55,32.0,37.2
2022-07-17T17:59:00,31.9,37.1
2022-07-17T17:59:06,31.9,36.9
2022-07-17T17:59:11,31.9,37.0
2022-07-17T17:59:16,31.8,37.2
2022-07-17T17:59:21,31.9,37.3
2022-07-17T17:59:27,31.8,37.6
2022-07-17T17:59:32,31.7,37.6
2022-07-17T17:59:37,31.7,37.6
2022-07-17T17:59:42,31.6,37.8
2022-07-17T17:59:48,31.6,38.0
2022-07-17T17:59:53,31.5,38.3
2022-07-17T17:59:58,31.5,38.2
2022-07-17T18:00:03,31.5,38.1
2022-07-17T18:00:09,31.6,37.7
2022-07-17T18:00:14,31.5,37.8
2022-07-17T18:00:19,31.6,37.4
2022-07-17T18:00:24,31.5,37.4
2022-07-17T18:00:30,31.5,37.3
2022-07-17T18:00:35,31.6,37.3
2022-07-17T18:00:40,31.6,37.5
2022-07-17T18:00:46,31.6,37.6
2022-07-17T18:00:51,,
2022-07-17T18:00:56,31.6,37.5
2022-07-17T18:01:01,31.7,37.3
2022-07-17T18:01:07,31.7,37.5
2022-07-17T18:01:12,31.6,37.4
2022-07-17T18:01:17,31.7,37.6
2022-07-17T18:01:22,31.7,38.2
2022-07-17T18:01:28,,
2022-07-17T18:01:33,31.7,38.6
2022-07-17T18:01:38,31.7,38.4
2022-07-17T18:01:43,31.8,38.1
2022-07-17T18:01:49,31.8,38.0
2022-07-17T18:01:54,31.8,37.9
2022-07-17T18:01:59,31.7,38.0
2022-07-17T18:02:05,31.8,38.0
2022-07-17T18:02:10,31.7,38.1
2022-07-17T18:02:15,31.7,37.8
2022-07-17T18:02:20,,
2022-07-17T18:02:26,31.7,38.4
2022-07-17T18:02:31,31.7,38.4
2022-07-17T18:02:36,31.7,38.2
2022-07-17T18:02:41,31.7,38.0
2022-07-17T18:02:47,31.6,38.2
2022-07-17T18:02:52,31.5,38.2
2022-07-17T18:02:57,31.5,38.1
2022-07-17T18:03:02,31.6,38.2
2022-07-17T18:03:08,31.5,37.8
2022-07-17T18:03:13,31.5,37.8
2022-07-17T18:03:18,31.6,38.1
2022-07-17T18:03:23,31.6,37.8
2022-07-17T18:03:29,31.6,37.6
2022-07-17T18:03:34,31.6,37.5
2022-07-17T18:03:39,31.6,37.4
2022-07-17T18:03:45,31.6,37.4
2022-07-17T18:03:50,31.7,37.5
2022-07-17T18:03:55,31.7,38.5
2022-07-17T18:04:00,31.7,38.4
2022-07-17T18:04:06,31.7,38.3
2022-07-17T18:04:11,31.7,38.0
2022-07-17T18:04:16,31.8,38.0
2022-07-17T18:04:21,31.6,38.9
2022-07-17T18:04:27,31.6,39.5
2022-07-17T18:04:32,31.6,39.6
2022-07-17T18:04:37,31.7,39.0
2022-07-17T18:04:42,31.6,38.9
2022-07-17T18:04:48,31.5,38.5
2022-07-17T18:04:53,31.6,38.3
2022-07-17T18:04:58,31.5,38.6
2022-07-17T18:05:04,31.5,38.0
2022-07-17T18:05:09,31.4,37.8
2022-07-17T18:05:14,31.4,37.7
2022-07-17T18:05:19,31.4,37.8
2022-07-17T18:05:25,31.4,38.4
2022-07-17T18:05:30,31.3,38.5
2022-07-17T18:05:35,31.2,38.0
2022-07-17T18:05:40,31.3,37.8
2022-07-17T18:05:46,31.2,37.9
2022-07-17T18:05:51,31.2,37.7
2022-07-17T18:05:56,31.3,37.9
2022-07-17T18:06:01,31.3,37.7
2022-07-17T18:06:07,31.2,37.8
2022-07-17T18:06:12,31.2,37.6
2022-07-17T18:06:17,31.4,37.4
2022-07-17T18:06:22,31.3,37.6
2022-07-17T18:06:28,31.3,37.5
2022-07-17T18:06:33,31.3,37.5
2022-07-17T18:06:38,31.4,37.4
2022-07-17T18:06:44,31.3,37.4
2022-07-17T18:06:49,31.4,37.4
2022-07-17T18:06:54,31.4,37.9
2022-07-17T18:06:59,31.4,38.2
2022-07-17T18:07:05,31.3,38.1
2022-07-17T18:07:10,31.3,38.0
2022-07-17T18:07:15,,
2022-07-17T18:07:20,31.3,37.7
2022-07-17T18:07:26,31.3,37.6
2022-07-17T18:07:31,31.3,37.4
2022-07-17T18:07:36,31.3,37.5
2022-07-17T18:07:41,31.2,37.5
2022-07-17T18:07:47,31.3,37.7
2022-07-17T18:07:52,31.2,37.9
2022-07-17T18:07:57,31.3,38.2
2022-07-17T18:08:03,31.2,38.3
2022-07-17T18:08:08,31.2,38.2
2022-07-17T18:08:13,31.2,38.1
2022-07-17T18:08:18,31.2,37.9
2022-07-17T18:08:24,31.2,38.0
2022-07-17T18:08:29,31.1,38.3
2022-07-17T18:08:34,31.1,38.2
2022-07-17T18:08:39,31.0,38.1
2022-07-17T18:08:45,31.0,37.8
2022-07-17T18:08:50,31.1,38.0
2022-07-17T18:08:55,31.0,38.4
2022-07-17T18:09:00,30.9,38.5
2022-07-17T18:09:06,30.9,38.6
2022-07-17T18:09:11,30.9,38.3
2022-07-17T18:09:16,30.9,38.2
2022-07-17T18:09:21,30.8,37.9
2022-07-17T18:09:27,30.7,38.3
2022-07-17T18:09:32,30.8,38.3
2022-07-17T18:09:37,30.8,38.1
2022-07-17T18:09:42,30.8,38.0
2022-07-17T18:09:48,30.7,38.0
2022-07-17T18:09:53,30.8,38.1
2022-07-17T18:09:58,30.7,38.2
2022-07-17T18:10:04,30.7,37.9
2022-07-17T18:10:09,30.7,37.8
2022-07-17T18:10:14,30.7,37.5
2022-07-17T18:10:19,30.7,37.6
2022-07-17T18:10:25,30.7,37.7
2022-07-17T18:10:30,30.7,37.7
2022-07-17T18:10:35,30.8,37.6
2022-07-17T18:10:40,30.7,37.8
2022-07-17T18:10:46,30.8,38.2
2022-07-17T18:10:51,30.7,37.8
2022-07-17T18:10:56,30.8,38.2
2022-07-17T18:11:01,30.8,38.3
2022-07-17T18:11:07,30.8,37.9
2022-07-17T18:11:12,30.8,38.0
2022-07-17T18:11:17,30.9,38.2
2022-07-17T18:11:23,30.8,38.3
2022-07-17T18:11:28,30.7,38.2
